Region,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Andrijevica,0.032910687,0.021940458,0,0.076791603,0.005485114,0,0.016455343,0.021940458,0.005485114,0.010970229,0.071306488,0.098732061,0.021940458,0.016455343
Anenii Noi,0.012497063,0.049988253,0.012497063,0.049988253,0.024994126,0.03749119,0.074982379,0.012497063,0.087479442,0.012497063,0.074982379,0.124970632,0.062485316,0.112473569
Anetan,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ang Thong,0.065758109,0.065758109,0.29591149,0.164395272,0.164395272,0.197274326,0.230153381,0.328790544,0.460306762,0.493185816,0.098637163,0.230153381,0.032879054,0
Anhui,0.132607906,0.202902597,0.100810216,0.212198293,0.105842713,0.23752105,0.391861651,0.344421549,0.298744424,0.668072026,0.520046087,0.623869391,0.355512275,0.348684747
Anibare,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ankara,0.011640786,0.067158379,0.025072462,0.029549687,0.022386126,0.038504138,0.041190473,0.031340577,0.068053824,0.034922357,0.063576599,0.025967907,0.051040368,0.014327121
Annaba,0.129011258,0.184585338,0.579558265,0.176646184,0.242144207,0.716508677,0.33542927,0.420775179,1.323853983,0.520014608,0.742310929,3.350323124,1.478667492,0.678797694
Annob‹”n,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anse-la-Raye,0.024618415,0.024618415,0,0.123092073,0.098473658,0.049236829,0.073855244,0.049236829,0.073855244,0.172328902,0.246184146,0.073855244,0.073855244,0.098473658
Anseba,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Antalya,0.412042941,0.169484131,0.334055678,0.436298822,0.231198461,0.565561175,0.50507499,1.653084346,1.662602476,0.224136622,0.653373605,0.344187881,0.38686595,0.354013048
Antananarivo,0.83889451,1.592444075,0.464435289,0.406546275,0.983120854,0.306646377,1.03737113,0.676474477,0.745279705,0.549449441,1.652648649,0.766781339,0.840548482,1.085997901
Antioquia,0.488015675,0.372400697,0.282594897,0.658211995,0.511466159,0.547723764,0.499107384,0.478619887,0.552675072,0.595579905,0.421679852,0.620102522,0.244855798,0.334076798
Antique,0.22367126,0.079789163,0.036624534,0.093523363,0.066708972,0.139304031,0.057552839,0.221055222,0.096139401,0.301498395,0.024198353,0.123607802,0.088291287,0.030084439
Antofagasta,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Antsiranana,0.450802019,0.553154839,0.407659116,0.62816729,0.534211633,0.388517552,0.88077643,0.701725115,0.770555403,0.494969774,0.768009806,0.633589081,1.958059696,1.621214449
Anuradhapura,0.104851989,0.130458516,0.085175395,0.327224461,0.063072919,0.313208256,0.82129566,0.122372245,1.330191691,0.238814557,1.199463632,0.443936315,0.365229937,0.312399629
Anzo‹Åtegui,0.615702413,0.407709929,0.670409625,0.487899011,0.349259246,0.304731648,0.537680603,0.593438614,1.190226649,0.412832573,0.518569201,0.850293242,0.557580105,0.619248859
Aomori,0.117029665,0.137541467,0.065188193,0.154400483,0.107757207,0.134872123,0.199217365,0.163110974,0.146111467,0.166342285,0.271711131,0.268620312,0.136698516,0.138665402
Apac,0.179669116,0.107171051,0.121355455,0.171000869,0.130811725,0.221434305,0.294720392,0.245863,0.244286956,0.108747096,0.307328751,0.211190013,0.170212846,0.182033183
Apayao,0.276716737,0.235964427,0.293245647,0.466514211,0.405243255,0.533484791,0.637502926,0.314904217,0.56910744,0.43516628,0.310344518,0.259617866,0.530634979,0.390139252
Appenzell Ausserrhoden,0.036836076,0.01473443,0,0.184180379,0.051570506,0.206282024,0.125242658,0.125242658,0.132609873,0.132609873,0.088406582,0.051570506,0.051570506,0.029468861
Appenzell Innerrhoden,0.056572285,0.033943371,0,0.124459028,0.079201199,0.214974684,0.260232512,0.19234577,0.181031313,0.214974684,0.090515656,0.033943371,0.056572285,0.056572285
Apulia,0.310204326,0.158333458,0.069795973,0.354796198,0.067210937,0.127313026,0.545442607,0.363197566,0.241054612,0.158333458,0.122142954,0.496326922,0.201632812,0.153809645
Apur‹çmac,0.08715629,0.145260484,0.195674416,0.156368638,0.123898648,0.064085507,0.105100232,0.105100232,0.117917334,0.092283131,0.113644967,0.218745199,0.081174976,0.123898648
Apure,0.361792056,0.463298527,0.135926138,0.350856276,0.312581046,0.255799111,0.284400382,0.447525767,0.75204518,0.236100687,0.23568008,0.367400148,0.209742653,0.254116683
Aqaba,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aqmola,0.121560174,0.072936105,0.142879959,0.234143597,0.161207493,0.109217141,0.107346985,0.031792661,0.299225045,0.093881858,0.32091886,0.058722915,0.505690325,0.032166692
Aquitaine,0.624128969,0.702016183,0.401322689,1.273333822,1.086513063,1.045208415,0.845469776,1.046511058,2.061324462,5.40390716,1.528651908,1.464062511,0.550963837,0.594168173
Ar Raqqah,0.496225584,0.31014099,0.062028198,0.062028198,0,0.062028198,0.186084594,0.124056396,0.248112792,0.434197386,0,0.124056396,0,0
Ar Rayyan,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ar Riyad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Arad,0.576551875,0.057145609,0.093180101,0.132490456,0.12593873,0.132126471,0.171436827,0.127030685,0.139042182,0.131762487,0.101551751,0.244233781,0.172528781,0.123390837
Arag‹”n,0.181363206,0.087175871,0.106574255,0.070114641,0.138710132,0.234533476,0.14864304,0.251244132,0.496645377,0.195152419,0.048846534,0.151097052,0.115572301,0.051767977
Aragatsotn,0,0,0.06389613,0.047922098,0.031948065,0,0,0.015974033,0.207662424,0,0.031948065,0.06389613,0,0
Aragua,0.349112034,0.21604884,0.158245045,0.206891803,0.135352452,0.385740181,0.175128332,0.581758003,0.330225645,0.097293518,0.162251248,0.29874833,0.141361758,0.098724305
Ararat,0.249129745,0.022648159,0,0.022648159,0,0.045296317,0.022648159,0.135888952,0,0.022648159,0.067944476,0,0,0.022648159
Arauca,0.524737655,0.34951171,0.197907774,0.319425968,0.513808069,0.205076642,0.541073273,0.500292989,0.721000115,0.306028411,0.392289875,0.532846703,0.254553586,0.333881227
Araucan‹ça,0.781251832,0.915650859,0.833682784,0.901035604,1.175659318,0.897049625,1.085310467,1.24929772,1.024447638,1.020052841,1.011723167,1.557751152,1.096961789,1.188537096
Arbil,0.039531629,0.276721405,0.039531629,0,0,0.039531629,0,0,0.118594888,0.158126517,0.039531629,0,0,0
Ardahan,0.016394495,0.049183486,0.002732416,0.010929664,0,0.016394495,0.040986238,0.013662079,0.008197248,0.027324159,0.043718654,0.035521406,0.043718654,0.043718654
Ardebil,0.047184723,0.047184723,0.53672623,0.011796181,0,0,0.058980904,0.035388543,0.011796181,0.017694271,0.00589809,0.023592362,0,0
Arecibo,0.125126952,0.307603756,0.338885494,0.166835936,0.114699706,0.276322018,0.078204345,0.119913329,0.135554198,0.072990722,0.088631591,0.083417968,0.062563476,0.145981444
Arequipa,0.074388157,0.334746708,0.223164472,0.260358551,0.595105259,0,0.111582236,0.074388157,0.111582236,0.185970394,0.223164472,0.148776315,0.037194079,0
Arges,0.201988153,0.121426404,0.069469914,0.425868086,0.561013338,0.220961029,0.375371047,0.283133683,0.308236257,0.215707002,0.519564902,0.359900857,0.246939274,0.229717741
Arhangay,4.591845949,0.459276267,4.959450306,1.746349877,0.479444087,0.562865525,0.193427729,0.707707142,0.373104672,0.20259492,0.046752674,0.134757707,0.000916719,0.002750157
Ariana,0.384867028,0,1.539468114,0,0,1.154601085,0.769734057,3.078936228,0.384867028,0,0.384867028,0,0.384867028,0.769734057
Arizona,0.07800429,3.043770518,0.609329047,0.801824396,0.226328535,0.57400322,0.169995175,0.260272287,0.13859444,0.372220329,2.679345089,0.29405019,0.177181963,0.208637981
Arkansas,1.501326828,1.193415991,1.020418359,1.514021637,1.36285336,1.616866482,1.533070348,1.196560458,1.170209309,1.440113681,1.13059163,1.21238674,1.016741153,0.912142164
Arkhangel'sk,0.293045868,0.272925399,0.244518508,0.327697787,0.31782745,0.290581521,0.287478428,0.263141379,0.34686877,0.291000158,0.390894704,0.505959444,0.349851019,0.287232425
Armavir,0.37852979,0,0,0,0,0,0,0,0,0,0,0,0,0
Arroyo,0,0.252271707,0,0.100908683,0.454089072,0,0.151363024,0.100908683,0.050454341,0.050454341,0.706360779,0.050454341,0,0
Artigas,0.05913203,0.034493684,0.107176805,0.119495978,0.131815151,0.119495978,0.121959813,0.114568309,0.108408723,0.075146955,0.120727896,0.257470716,0.655380005,0.107176805
Artvin,0.014057936,0.010468676,0.00179463,0.081954776,0.018245406,0.024825717,0.040080073,0.093918977,0.035294392,0.038883653,0.041276493,0.035892603,0.023928402,0.016450776
Arua,0.979095899,0.666790332,0.094230128,0.706277243,0.952173005,2.022806742,0.622816273,0.886660631,1.09935149,0.565380766,1.747295797,0.481919796,0.25576749,0.155255353
Arunachal Pradesh,0.136178772,0.110962242,0.101515949,0.202794155,0.140204541,0.155277401,0.151711267,0.174455277,0.143802374,0.093971594,0.197262685,0.227392556,0.146924722,0.152804881
Arusha,1.692348802,0.137423812,0.114943991,0.063197988,0.069560201,0.100522974,0.192987144,0.126820123,0.080163891,0.125123533,0.127668418,0.114519844,0.153117273,0.067015316
As Suwayda',0,0,0,0,0,0,0,0,0,0,0,0,0,0
As Suways,0,0,0,0,0,0,0,0,0,0,0,0,0,0
As-Sulaymaniyah,0,0.078970852,0.078970852,0,0,0,0,0,0,0.078970852,0,0,0,0
Asan,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ascension,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ash Sharqiyah,0.128118402,0.051247361,0.02562368,0.051247361,0.051247361,0.153742082,0.204989443,0.281860484,0.102494722,0.256236804,0.307484165,2.04989443,0.02562368,0.076871041
Ash Shati',0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ashanti,0.381687439,0.994957583,0.530813654,0.131382414,0.49245573,0.253631988,0.475820916,0.433222745,0.469884571,0.401583981,0.816867221,0.340328725,1.386430207,1.85977221
Ashmore and Cartier Islands,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assaba,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Assam,0.242549348,0.293345976,0.199071804,0.467620287,0.30055582,0.330269117,0.441657565,0.577188067,0.578207641,0.380155411,0.521475636,0.606355164,0.326554955,0.711626169
Astara,0.003333851,0.206698774,0.023336958,0.006667702,0.013335405,0.036672363,0.040006214,0.006667702,0.066677024,0.033338512,0.006667702,0.093347833,0,0.003333851
Astrakhan',0.014705623,0.007761301,0.008169791,0.022466925,0.006127343,0.020015987,0.003676406,0.015522603,0.006535833,0.012663176,0.020424477,0.008169791,0,0.000816979
Asunci‹”n,0,0.055720861,0.111441722,0,0,0.111441722,0.055720861,0.167162582,0.278604304,0.167162582,0.780092051,0.390046025,0.167162582,0.055720861
Aswan,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asyut,0,0,0,0,0,0,0,0,0,0,0,0,0,0
At-Ta'mim,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atacama,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atakora,4.051863857,12.15559157,8.103727715,0,8.103727715,4.051863857,12.15559157,0,16.20745543,0,0,28.363047,0,0
Atl‹Åntico,1.357754371,0.326720244,0.158272783,1.144086115,0.45333847,0.428467033,0.339155963,2.236168315,1.135041956,0.137923425,0.531344342,0.566390458,0.260019572,0.359505321
Atl‹Åntico Norte,0.313150206,0.524908178,0.492410668,0.289248811,1.157708092,0.673767743,2.247360107,0.468802799,1.101686577,2.522310013,0.957146036,0.299102895,0.849338165,1.07258558
Atl‹Åntico Sur,0.793143418,1.410309324,0.914303827,0.318999826,2.144414777,0.492001089,0.642220515,1.401542917,1.868110601,5.105133603,0.326251052,0.745577541,0.841250432,1.388663874
Atl‹Åntida,0.313445944,0.34117941,0.281090234,0.405890831,0.314023725,0.392890769,0.599736203,0.53242477,0.663292062,0.290623613,0.398957464,0.432468736,0.77769261,0.566224931
Atlantique,1.116695344,6.48908941,6.577607943,0.891994452,0.796666801,2.805356597,5.998832917,1.075840637,3.629259869,0.592393262,0.5311112,1.239259468,3.166239848,2.369573048
Attapu,0.517156937,0.3199711,0.215421272,0.757743109,0.250311738,0.522749137,0.552047402,0.497219528,1.014133325,0.661824721,1.16998551,0.869951819,0.891834341,0.578792707
Attiki,0.767692055,0.305922398,0.062050298,0.253973311,0.199138165,0.313137549,4.101091768,1.287182919,0.458883597,2.469024636,0.279947855,0.715742969,0.227998768,0.115442414
Atua,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Atyrau,0.019172589,0.01562211,0.010651438,0.013491822,0.004260575,0.025563452,0.009941343,0.021302877,0.009941343,0.012781726,0.026273548,0.029824028,0.15054033,0.007100959
Auckland,1.26267622,1.382931098,0.987807927,0.922848819,0.924996227,0.791856898,0.875068979,0.806888758,0.618453659,0.727971494,0.587316235,0.814404688,0.860037119,0.951838834
Aurora,0.103814855,0.127046151,0.245743555,0.200732918,0.261715071,0.36734487,0.33467586,0.177864611,0.232675951,0.178953578,0.219608346,0.220334324,0.191295204,0.106718767
Aust-Agder,0.182967726,0.197027552,0.162447981,0.259346777,0.249276902,0.263716723,0.348645667,0.344465719,0.308746163,0.348265672,0.277206555,0.231227127,0.284996458,0.210707382
Australian Capital Territory,0.20045293,0.57960421,7.745407996,0.132081388,0.112657655,0.036516619,0.062155947,0.010877291,0.033408822,0.087795276,0.027970176,0.098672567,0.180252247,0.158497666
Austurland,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Auvergne,0.107496051,0.116140063,0.110044926,0.510107549,0.188727603,0.245689428,0.246354352,0.232723409,0.234939823,0.190500734,0.252449489,0.324926208,0.217540977,0.314730706
Avannaa,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Aveiro,0.791889611,1.0172182,0.489531759,1.448438088,1.814867008,2.122984056,2.117224859,2.553484044,2.587319328,3.064612793,2.179856128,3.125084363,3.562783348,3.29426078
avnik,0.02076964,0.006923213,0.006923213,0.131541052,0.006923213,0.006923213,0.006923213,0.013846427,0.013846427,0.04153928,0.013846427,0.02076964,0.027692853,0
Awdal,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ayacucho,0.203700452,0.034428245,0.181791569,0.207873573,0.266818902,0.310375849,0.232129837,0.102241456,0.395664002,0.156752845,0.207091113,0.525813203,0.306202728,0.295509107
Aydin,0.455681187,0.519301597,0.464428994,0.529639914,0.526458894,1.019517072,0.687100429,0.885914211,0.518506342,0.431028278,0.652109203,0.687895684,0.559859609,0.475562565
Ayeyarwady,0.094693268,0.097657307,0.071136952,0.105769416,0.179558404,0.194378602,0.117625575,0.219494938,0.143833925,0.204050732,0.245547287,0.483606474,0.382829125,0.476742382
Ayion Oros,0.139689482,0.320908269,0.075507828,0.29825592,0.347336008,0.260502006,0.27182818,0.294480529,0.415293053,0.275603572,0.354886791,8.830640473,2.095342224,0.430394619
Az Zawiyah,0,0,4.88997555,0,0,1.62999185,0,0,0,8.14995925,0,0,0,1.62999185
Azad Kashmir,0.008019224,0.003608651,0.012028836,0.029270168,0.012028836,0.028468245,0.01323172,0.017642293,0.010424991,0.008821146,0.00320769,0.006014418,0.000801922,0.001202884
Azores,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Azua,0.462616933,0.302939475,0.189523711,0.270108596,0.461870777,0.16116977,0.357408889,0.30816257,0.425309116,0.451424588,0.182808304,0.280554785,0.390239768,0.226085372
Azuay,0.474962139,0.088333829,0.079742089,0.187944317,0.129950071,0.161632113,0.150086962,0.082963991,0.304738286,0.094509142,0.101221439,0.173177264,0.097999537,0.064706543
B?c Trung B?,0.269312989,0.109526884,0.213321123,0.312262329,0.47717445,0.317236688,0.457125358,0.295792349,0.723587191,0.607266061,0.675724155,1.010249772,1.077464276,1.280897345
B?rd?,0.102510482,0,0,0.068340321,0.034170161,0.034170161,0,0.102510482,0.034170161,0,0.068340321,0,0,0
B‹änt‹_ay M‹_anchey,2.023544012,3.177636889,1.920037925,3.752095675,3.614950109,2.530723841,1.658685053,1.570704879,3.348421933,10.91212928,0.931554788,1.542240705,1.138566963,1.777717054
Bab?k,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Babil,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bacau,0.07248211,0.480319237,0.091187171,0.572174445,0.40349488,0.260200755,0.275565626,0.417857695,0.251182243,0.192728929,0.374769251,0.284918156,0.125925141,0.10722008
B‹Åcs-Kiskun,0.588694753,0.76852658,0.561550327,0.836387647,0.836387647,0.835539384,0.815181064,1.307173797,0.937330984,1.28511895,0.866925127,1.212168304,1.031488214,1.403027554
Badghis,0.965176434,0.193035287,0,0,0,0,0,0,0,0,0,0.193035287,0,0
Badulla,0.107271679,0.107271679,0.051572923,0.123775014,0.121196368,0.236203985,0.173800749,0.135121057,0.238266902,0.08664251,0.288292637,0.152140122,0.081485218,0.08664251
Bafat‹Å,0.448286775,0.391671913,0.075658044,0.532179708,0.427699552,0.151316087,0.692760045,0.355644273,0.676290267,0.258369645,0.37159937,0.260428368,1.761236905,0.658276447
Bafing,0.126189172,0.410563349,0.310688507,0.194367208,0.683275494,0.589381181,0.477246253,0.677294965,0.194367208,0.304408951,0.30022258,0.357037611,0.651279661,0.602837373
Baghdad,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baghlan,0,0.633532896,0,0.316766448,0,0,0,0.316766448,0,0.316766448,0,0,0,0
Bago,0.06575389,0.116187571,0.108303814,0.257871549,0.097009353,0.220745202,0.189210174,0.212358227,0.330055453,0.341238088,0.382781575,0.579707766,0.428909941,0.88052063
Bahia,0.770634536,0.635583374,0.864464838,0.804758009,0.769947522,0.935687085,0.971327274,0.907223553,0.879166945,1.032698792,0.78124098,1.453288961,0.812796076,0.78546876
Bahoruco,0.438742843,0.135180227,0.227671962,0.249016208,0.215814047,0.151781308,1.088556567,0.393682767,0.647442141,0.301191033,0.244273042,0.552578824,0.381824852,0.33913636
Bahr el Ghazal,0.015739079,0.056165343,0.017257061,0.077696723,0.042383662,0.032197202,0.039906954,0.046258512,0.032756459,0.019534035,0.04486037,0.057323803,0.024527397,0.017177167
Baiti,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baja California,0.1035228,1.246333314,1.404662302,2.774817003,1.885738841,3.091474979,2.383054251,2.366815381,8.553825056,0.822092821,0.129910964,0.219224752,0.263881646,0.373494022
Baja California Sur,0.867227173,0.015610089,0.053768085,0.17171098,0.013875635,0.034689087,0.005203363,0.015610089,0.013875635,0.026016815,0.105801715,0.086722717,0.003468909,0.006937817
Baja Verapaz,1.237287046,0.367049606,0.515230831,0.407367466,0.222010033,0.45344502,0.746665818,0.284319452,0.554501473,0.629901107,0.184833824,0.806880803,0.179597739,0.144515965
Baker,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Baki,0.569943462,1.367864308,0.455954769,0.398960423,0.7409265,0.683932154,1.139886923,1.709830385,0.7409265,0.626937808,0.341966077,0.284971731,0,0.227977385
Bakool,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Balak?n,0.021160194,0.040396734,0.050015005,0.051938659,0.013465578,0.030778464,0.013465578,0.00961827,0.003847308,0.042320388,0.007694616,0.001923654,0.001923654,0.00961827
Balaka,0.11075301,0.03691767,0.07383534,0.14767068,1.218283107,0.07383534,0.18458835,0.07383534,0.590682718,0.295341359,0.11075301,0.406094369,0.03691767,0.11075301
Bal‹_,50.64456722,4.604051565,0,0,13.8121547,0,0,4.604051565,0,0,18.41620626,0,0,0
Bali,0.115936468,0.085585176,0.048944877,0.101170975,0.064804111,0.140819059,0.137537839,0.062890065,0.10308502,0.054413578,0.05933541,0.20398256,0.108280286,0.214919963
Balikesir,0.296957041,0.617243305,0.192302577,0.185325613,0.254223135,0.183799402,0.300445523,0.220210434,0.27886054,0.201895903,0.373485617,0.551616236,0.438022536,0.245283899
Balkan,0.159627111,0.159627111,2.713660888,0.266045185,0.319254222,0.106418074,0.319254222,0.319254222,0,0,0.053209037,0,0,0.053209037
Balkh,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Balqa,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Balti,0,0.089967702,0,0,0.179935403,0.269903105,0,0.089967702,0,0.089967702,0,0,0,0
Baluchistan,0,0,0,0,0,0,0,0.43254466,0,0,0,0,0,0
Balzers,0,0,0,0,0,0.087420229,0.174840458,0.087420229,0.087420229,0,0,0,0,0
Bam,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bamako,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bamingui-Bangoran,0.023000586,0.031702239,0.00559728,0.014863364,0.01712109,0.02516424,0.024882024,0.006067639,0.013217105,0.016838874,0.003621769,0.018296989,0.015945191,0.017309234
Bamyan,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Banaadir,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bandraboua,0.033128818,0.066257636,0.066257636,0,0.231901727,0.16564409,0.066257636,0.298159363,0.033128818,0.132515272,0,0.69570518,1.490796814,2.285888449
Bandrele,0.060331643,0.030165822,0.120663286,0,0.060331643,0.150829108,0,0.060331643,0,0.060331643,0,0.512818966,1.568622719,2.654592294
Bandundu,0.302326304,0.219814596,0.132041142,0.182292162,0.234340421,0.131821529,0.239198797,0.203572204,0.135850754,0.569317339,0.173839305,0.292905358,0.468160943,0.586375435
Bangka-Belitung,1.040476595,0.84266423,0.533353549,1.64385288,1.485274174,1.514942292,1.73719162,1.697210654,4.782993858,1.736220119,2.423220143,2.954406499,1.316457351,2.429123875
Bangkok Metropolis,0.338488943,0.084622236,0.359644502,0.867377917,0.507733415,0.930844593,0.465422297,0.253866707,0.550044532,0.930844593,0.338488943,0.528888974,0,0.021155559
Bangui,0.124328625,0.0994629,0,0.024865725,0.04973145,0.074597175,0.174060076,0,0.198925801,0.571911677,0.04973145,0.571911677,0.447583052,0.671374577
Bani Suwayf,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bani Walid,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Banjul,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Banten,0.19020581,0.313510418,0.052311046,0.249634005,0.096793228,0.343758302,0.188426523,0.165295788,0.490015716,0.290023826,0.41404015,0.583784156,0.325965429,0.323296498
Banwa,0,0,0,0,0,0,0,0,0,0,0,0,0,0
B‹ço-B‹ço,1.506371355,1.896948075,1.729773269,1.812534517,2.122925647,2.014893788,2.603747603,2.128222755,1.777495844,1.665576199,2.029181402,2.879294449,2.142413175,2.01994791
Bar,0.033643996,0.01922514,0.014418855,0.221089114,0.038450281,0.086513131,0.374890236,0.235507969,0.052869136,0.033643996,0.076900561,0.144188552,0.144188552,0.043256566
Barahona,0.491458442,0.430551199,0.331839461,0.665779171,0.568117558,0.567067433,0.894706394,0.867403147,0.571267932,0.569167683,0.644776674,0.949312888,0.445252947,0.34024046
Baranya,0.449451619,0.313532113,0.375237901,0.485307685,0.457790239,0.299356459,0.411927829,0.432774379,0.306027355,0.411927829,0.264334255,0.402755347,0.304359631,0.266001979
